"","College","Region","lon","lat","State","year","fulltime","parttime","international","SOC","female","retention","graduation","tuition","rank","endowment"
"310","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2017",1056,3,5.57129367327668,37.6770538243626,100,93,92,69260,23,306
"311","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2008",2588,22,6.59003831417625,27.3180076628352,100,NA,NA,48108,NA,1366
"312","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2009",2593,21,7.84238714613619,27.1231828615149,100,90,86,50380,NA,1096
"313","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2010",2571,17,8.88717156105101,27.5888717156105,99.9611046285492,90,88,51898,18,1244
"314","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2011",2610,17,10.6966121050628,29.3110011419871,99.9233716475096,91,84,53460,14,1439
"315","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2012",2643,21,11.524024024024,30.5555555555556,99.9621642073401,91,83,55320,19,1410
"316","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2013",2585,21,13.1619339984651,31.8495778971604,99.9226305609284,92,85,57524,18,1557
"317","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2014",2544,19,14.1509433962264,31.7986734295747,100,92,85,59674,20,1756
"318","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2015",2460,18,14.1,32.5262308313156,100,93,86,61758,19,1782
"319","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2016",2503,11,14.3993635640414,32.5377883850438,99.9200958849381,94,87,63914,14,1627
"320","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2017",2505,16,13.8833796112654,32.4077746925823,99.9600798403194,93,87,66774,12,1767
"321","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2008",1478,12,7.18120805369128,37.5167785234899,51.8267929634641,NA,NA,47804,NA,1413
"322","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2009",1510,15,6.55737704918033,37.7049180327869,51.8543046357616,96,94,49600,NA,1129
"323","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2010",1510,14,7.28346456692913,38.1233595800525,50.9271523178808,97,92,51500,3,1249
"324","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2011",1536,9,7.57281553398058,40.6472491909385,51.171875,97,93,53250,3,1508
"325","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2012",1537,15,8.11855670103093,41.0438144329897,51.2036434612882,97,93,55750,3,1499
"326","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2013",1526,8,8.47457627118644,43.3507170795306,50.786369593709,97,95,57870,3,1635
"327","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2014",1534,8,9.77835723598436,43.514915693904,50.8,97,92,59610,3,1877
"328","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2015",1571,10,10.8,43.7065148640101,50.4,96,93,61400,3,1846
"329","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2016",1619,1,11.6666666666667,43.2716049382716,50.8338480543545,96,94,63550,3,1747
"330","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2017",1637,4,12.8580134064595,43.1444241316271,50.7635919364691,97,94,65774,4,1956
"331","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2008",2208,133,4.14352840666382,19.0944041008116,50.1811594202899,NA,NA,48624,NA,414
"332","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2009",2161,131,4.62478184991274,18.2809773123909,49.1901897269783,92,87,51400,NA,319
"333","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2010",2173,119,5.93368237347295,19.5026178010471,50.2070869765301,91,86,53380,36,357
"334","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2011",2196,108,6.90104166666667,22.9166666666667,48.9981785063752,91,86,55450,36,417
"335","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2012",2179,106,7.70240700218818,21.3385484571925,48.3708122992198,91,86,57530,37,423
"336","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2013",2214,117,8.36550836550837,21.021021021021,48.2836495031617,92,86,59810,38,473
"337","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2014",2146,109,9.97204100652377,19.7782705099778,49.5,91,83,61756,36,540
"338","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2015",2165,124,9.5,20,47.7,91,86,63920,45,562
"339","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2016",2159,100,9.51748561310314,20.2,48.2,90,84,66440,43,524
"340","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2017",2117,104,11.8,20.3,50.1,89,86,68970,38,577
"341","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2008",1466,17,2.1577882670263,10.1820633850303,52.9331514324693,NA,NA,NA,NA,313
"342","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2009",1455,14,2.58679373723622,11.2321307011572,51.2714776632302,89,76,NA,NA,246
"343","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2010",1436,19,2.81786941580756,12.9896907216495,53.4818941504178,89,77,NA,36,272
"344","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2011",1459,18,2.5727826675694,14.0148950575491,50.9252912954078,89,82,NA,32,319
"345","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2012",1486,23,2.71703114645461,14.0054127198917,51.9515477792732,88,81,NA,33,319
"346","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2013",1602,18,3.0750307503075,14.1975308641975,50.6242197253433,88,86,NA,36,337
"347","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2014",1620,11,2.71604938271605,11.4040465971796,51.5,88,78,NA,38,374
"348","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2015",1685,25,2.7,14.6198830409357,52.1,88,78,NA,45,378
"349","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2016",1718,13,2.88850375505488,14.9046793760832,52.6193247962747,89,79,NA,48,358
"350","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2017",1687,15,3.11398354876616,14.8648648648649,52.6970954356846,89,78,NA,47,395
"351","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2008",2212,28,3.79464285714286,13.9732142857143,48.8245931283906,NA,NA,48552,NA,391
"352","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2009",2157,37,4.46672743846855,16.4995442114859,48.5396383866481,92,86,50439,NA,284
"353","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2010",2170,27,4.87027765134274,17.4328629949932,48.5714285714286,92,85,52329,43,291
"354","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2011",2194,26,5.58558558558559,18.0630630630631,46.9462169553327,92,86,54273,41,322
"355","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2012",2209,32,6.33645693886658,18.8755020080321,46.2652784065188,92,83,56289,40,317
"356","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2013",2225,21,6.07434270172257,19.9910952804987,46.1123595505618,93,86,58248,41,353
"357","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2014",2228,14,6.6427289048474,18.4656556645852,45.9,93,83,60240,41,411
"358","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2015",2226,43,7.3,19.0832966064346,46.2,93,88,62274,41,436
"359","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2016",2132,71,7.30821606899682,19.4280526554698,46.0131332082552,93,86,64374,38,385
"360","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2017",2176,91,7.14600794000882,19.2324658138509,46.6911764705882,92,88,66609,38,423
"361","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2008",2337,52,6.44621180410214,21.8082879866053,58.3226358579375,NA,NA,49250,NA,849
"362","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2009",2394,58,6.6068515497553,23.694942903752,58.9390142021721,96,93,51300,NA,658
"363","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2010",2401,45,6.37775960752249,27.2690106295993,57.6426488962932,96,92,53270,11,699
"364","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2011",2345,41,6.28667225481978,28.9606035205365,56.4605543710021,96,92,55135,12,814
"365","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2012",2370,36,6.98254364089776,31.0058187863674,56.3713080168776,96,93,57070,14,805
"366","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2013",2437,40,6.78239806217198,32.1356479612434,55.88838736151,97,91,59070,11,869
"367","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2014",2394,24,7.14285714285714,33.4987593052109,56.1,97,91,61140,13,974
"368","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2015",2421,14,7.1,33.2238193018481,56.2,96,94,63230,11,983
"369","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2016",2405,19,7.71452145214522,33.9521452145215,57.2557172557173,96,92,65490,12,929
"370","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2017",2334,19,8.15979600509987,35.2741181470463,59.0402742073693,95,91,68110,12,1003
"371","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2008",1749,3,4.28082191780822,9.07534246575342,49.685534591195,NA,NA,45840,NA,NA
"372","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2009",1758,1,4.66173962478681,8.58442296759523,50.1706484641638,95,89,47632,NA,NA
"373","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2010",1758,1,4.26378624218306,9.60773166571916,50.1137656427759,95,89,49492,14,NA
"374","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2011",1789,1,4.02234636871508,10.391061452514,49.2453884851873,94,91,51057,14,NA
"375","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2012",1835,3,4.29815016322089,10.7725788900979,49.3732970027248,94,93,52812,12,NA
"376","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2013",1851,4,3.28840970350404,11.5902964959569,49.5407887628309,94,91,55757,14,NA
"377","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2014",1882,8,3.82571732199787,11.4814814814815,49.6,94,90,56262,14,NA
"378","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2015",1851,3,4.3,11.7583603020496,49.2,95,90,57402,14,NA
"379","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2016",1824,6,3.87978142076503,12.0218579234973,48.4100877192982,96,88,59647,14,NA
"380","Washington & Lee (VA)","Northeast",-79.447145,37.7904861,"VA","2017",1823,4,3.50301039956212,13.1910235358511,48.2720789906747,96,91,62080,11,NA
"381","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2008",2344,154,7.40592473979183,37.4699759807846,99.957337883959,NA,NA,47976,NA,1611
"382","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2009",2186,138,9.33734939759036,38.8984509466437,99.9542543458371,95,92,49848,NA,1266
"383","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2010",2429,117,10.5655930871956,40.6127258444619,99.9176615891313,95,91,51950,4,1307
"384","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2011",2371,131,11.0711430855316,41.5667466027178,100,95,90,53250,4,1500
"385","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2012",2368,116,12.2481869460113,39.9435711406691,100,95,90,55114,6,1445
"386","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2013",2344,130,11.2368633791431,39.1673403395311,100,95,92,57042,7,1550
"387","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2014",2177,146,11.3918236104731,43.3060697374085,100,96,92,59038,7,1808
"388","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2015",2188,168,11.9,42.1477079796265,100,96,91,61340,4,1854
"389","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2016",2212,135,12.4840221559438,45.5048998721772,100,96,91,63916,4,1762
"390","Wellesley (MA)","Northeast",-71.3134479,42.2995216,"MA","2017",2374,134,13.0382775119617,45.414673046252,100,96,93,66984,3,1931
"391","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2008",2755,17,7.10678210678211,25.7215007215007,49.038112522686,NA,NA,49270,NA,652
"392","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2009",2774,13,6.92500897021887,26.0495156081808,50.3965392934391,95,93,51132,NA,476
"393","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2010",2845,9,6.79747722494744,28.2060266292922,51.5641476274165,95,93,53976,13,504
"394","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2011",2879,3,7.66828591256072,29.4240111034004,51.2330670371657,95,93,56006,12,590
"395","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2012",2932,8,7.55102040816327,31.4285714285714,51.7394270122783,96,94,58502,12,601
"396","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2013",2899,7,8.53406744666208,30.6607019958706,51.6729906864436,96,92,60184,17,670
"397","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2014",2914,14,8.51063829787234,31.3866120218579,51.9,96,91,61498,17,768
"398","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2015",2820,77,9.2,32.4128408698654,53.9,96,92,62778,15,810
"399","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2016",2918,53,10.2659037361158,30.1245371928644,54.0095956134339,95,93,64862,14,770
"400","Wesleyan U (CT)","Northeast",-72.6590928,41.5566104,"CT","2017",2896,80,12.0631720430108,31.6532258064516,54.0400552486188,95,94,67270,21,898
"401","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2008",1998,26,7.60869565217391,30.2865612648221,50.0500500500501,NA,NA,47530,NA,1808
"402","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2009",2052,33,7.24220623501199,31.031175059952,50.9746588693957,97,95,49880,NA,1409
"403","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2010",2016,32,7.51953125,32.12890625,51.4880952380952,97,96,52340,1,1527
"404","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2011",2029,41,7.43961352657005,33.768115942029,51.4539181862987,97,96,54560,1,1784
"405","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2012",2031,39,6.95652173913043,35.7212475633528,52.191038897095,97,95,56770,1,1799
"406","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2013",1995,32,7.07751564756861,37.2471632955106,52.6817042606516,97,95,58900,1,1997
"407","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2014",2015,30,7.14640198511166,36.8215158924205,50.8,97,96,61070,1,2253
"408","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2015",2065,34,7.8,38.1133873272987,50.9,97,95,63290,1,2395
"409","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2016",2043,33,8.52601156069364,38.2947976878613,49.2796820665673,97,95,65480,1,2256
"410","Williams (MA)","Northeast",-73.2058283,42.7129581,"MA","2017",2018,43,8.24842309558467,39.155749636099,46.9772051536174,97,96,67700,1,2509
"411","Amherst (MA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,98,93,NA,2,NA
"412","Barnard (NY)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,91,NA,26,NA
"413","Bates (ME)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,88,NA,23,NA
"414","Beloit (WI)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,88,73,NA,76,NA
"415","Bowdoin (ME)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,97,94,NA,3,NA
"416","Bryn Mawr (PA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,83,NA,32,NA
"417","Bucknell (PA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,88,NA,33,NA
"418","Carleton (MN)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,92,NA,8,NA
"419","Claremont/Mc (CA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,93,NA,8,NA
"420","Colby (ME)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,89,NA,12,NA
"421","Colgate (NY)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,90,NA,12,NA
"422","Coll Holy Cross (MA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,92,NA,33,NA
"423","Colorado (CO)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,87,NA,23,NA
"424","Connecticut (CT)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,84,NA,46,NA
"425","Davidson (NC)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,93,NA,10,NA
"426","Franklin & Marshall (PA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,92,87,NA,39,NA
"427","Grinnell (IA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,86,NA,18,NA
"428","Hamilton (NY)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,92,NA,18,NA
"429","Haverford (PA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,97,91,NA,18,NA
"430","Kenyon (OH)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,90,NA,26,NA
"431","Lafayette (PA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,89,NA,36,NA
"432","Lawrence (WI)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,79,NA,58,NA
"433","Macalester (MN)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,88,NA,26,NA
"434","Middlebury (VT)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,93,NA,6,NA
"435","Mt Holyoke (MA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,84,NA,36,NA
"436","Oberlin (OH)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,92,85,NA,26,NA
"437","Occidental (CA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,81,NA,44,NA
"438","Pomona (CA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,98,97,NA,6,NA
"439","Reed (OR)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,91,81,NA,82,NA
"440","Sarah Lawrence (NY)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,85,82,NA,53,NA
"441","Scripps (CA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,84,NA,26,NA
"442","Smith (MA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,89,NA,12,NA
"443","Swarthmore (PA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,97,94,NA,3,NA
"444","Trinity (CT)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,85,NA,44,NA
"445","U of South, Sewanee (TN)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,89,82,NA,41,NA
"446","Union (NY)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,92,87,NA,36,NA
"447","Vassar (NY)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,91,NA,12,NA
"448","Washington & Lee (VA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,92,NA,10,NA
"449","Wellesley (MA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,91,NA,3,NA
"450","Wesleyan U (CT)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,91,NA,21,NA
"451","Williams (MA)",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,98,94,NA,1,NA
"452","Sewanee (TN)",NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,42120,NA,NA
"453","Sewanee (TN)",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,43932,NA,NA
"454","Sewanee (TN)",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,46112,NA,NA
"455","Sewanee (TN)",NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,41518,NA,NA
"456","Sewanee (TN)",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,44155,NA,NA
"457","Sewanee (TN)",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,45669,NA,NA
"458","Sewanee (TN)",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,47700,NA,NA
"459","Sewanee (TN)",NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,49750,NA,NA
"460","Sewanee (TN)",NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,54500,NA,NA
"461","Sewanee (TN)",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,58000,NA,NA
"462","Amherst (MA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"463","Barnard (NY)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,25,NA
"464","Bates (ME)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,22,NA
"465","Beloit (WI)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,68,NA
"466","Bowdoin (ME)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"467","Bryn Mawr (PA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"468","Bucknell (PA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,36,NA
"469","Carleton (MN)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"470","Claremont/Mc (CA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"471","Colby (ME)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"472","Colgate (NY)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"473","Coll Holy Cross (MA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"474","Colorado (CO)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"475","Connecticut (CT)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"476","Davidson (NC)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"477","Franklin & Marshall (PA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,36,NA
"478","Grinnell (IA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"479","Hamilton (NY)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"480","Haverford (PA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"481","Kenyon (OH)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,30,NA
"482","Lafayette (PA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,36,NA
"483","Lawrence (WI)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,56,NA
"484","Macalester (MN)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"485","Middlebury (VT)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"486","Mt Holyoke (MA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,30,NA
"487","Oberlin (OH)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,30,NA
"488","Occidental (CA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,39,NA
"489","Pomona (CA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"490","Reed (OR)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,90,NA
"491","Sarah Lawrence (NY)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,65,NA
"492","Scripps (CA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,30,NA
"493","Smith (MA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"494","Swarthmore (PA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"495","Trinity (CT)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"496","U of South, Sewanee (TN)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,49,NA
"497","Union (NY)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,39,NA
"498","Vassar (NY)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"499","Washington & Lee (VA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"500","Wellesley (MA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"501","Wesleyan U (CT)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"502","Williams (MA)",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"503","Washington & Lee (VA) *",NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,719
"504","Washington & Lee (VA) *",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,897
"505","Washington & Lee (VA) *",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,1008
"506","Washington & Lee (VA) *",NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,1218
"507","Washington & Lee (VA) *",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,1262
"508","Washington & Lee (VA) *",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,1345
"509","Washington & Lee (VA) *",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,1478
"510","Washington & Lee (VA) *",NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,1471
"511","Washington & Lee (VA) *",NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1472
"512","Washington & Lee (VA) *",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,1547
